,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
51,焚城,灾难-剧情,"中国香港,中国大陆 ",136,2024-11-01,91,危险物质突发泄漏！24小时后危及香港全城。 如何及时阻止这场末日灾难，专家范伟立（刘德华 饰）与Cecilia（莫文蔚 饰）各执一词。同时，消防队长黎杰峰（白宇 饰）和队友已奉命奔赴未知前线。 随着末日的逼近，富商的黑色利益链也逐渐浮出水面，独享财富却要平摊灾难，这次危机究竟要如何才能化解？,潘耀明,刘德华-白宇-莫文蔚-谢君豪,Unknown,7453,25881
52,爆裂鼓手,剧情-音乐,美国 ,107,2024-12-06,93,十周年经典回归，暗黑热血挑战感官极限！19岁的天才少年安德鲁（迈尔斯·特勒 饰）一心想成为顶级爵士乐鼓手，偶然间他被极具才华的魔鬼导师弗莱彻（J·K·西蒙斯 饰）选中，并成功加入大名鼎鼎的校爵士乐队。在弗莱彻极端的训练下，安德鲁的潜能逐渐被激发，他似乎看到了一线接近梦想的曙光。然而，当他终于站上梦想的舞台，才惊恐地发现一切的背后是万丈深渊……,达米恩·查泽雷,J·K·西蒙斯-迈尔斯·特勒-保罗·雷瑟-内特·朗,Unknown,196,356
53,火锅艺术家,喜剧,中国大陆 ,98,2025-01-03,87,"包笑包乐包解压！19.9元起看超值合家欢喜剧，全家零负担一起笑翻天！东北小伙拎勺C位出道震惊四座？七旬老汉狂秀十八般武艺火力拉满？社会大哥摇人示威为何反被啪啪打脸？到底是风云诡谲的江湖争霸还是""疯晕跪绝""的全员整活儿？崔志佳、焦俊艳、张琪、宋小宝、乔杉、于洋、魏翔、艾伦等喜剧人火速集合，欢乐开席！准备好了吗？一起走进2025开年爆笑喜剧电影——《火锅艺术家》！",崔志佳,崔志佳-焦俊艳-张琪-于洋,38,1353,5910
54,红色一号：冬日行动,动作-喜剧-奇幻,美国 ,123,2024-11-08,84,圣诞老人（J·K·西蒙斯 饰）被神秘绑架，北极安保主管（道恩·强森 饰）不得已与全世界最臭名昭著的赏金猎人（克里斯·埃文斯 饰）展开合作，他们寻遍全球、打遍天下，力求拯救圣诞节。,杰克·卡斯丹,道恩·强森-克里斯·埃文斯-J·K·西蒙斯-邦尼·亨特,Unknown,1441,2145
55,危机航线,犯罪-动作-灾难,中国大陆 ,119,2024-09-30,93,疯上天！万米高空癫狂犯罪大片！和刘德华、张子枫、屈楚萧、刘涛一起体验极“疯”失重，心跳狂飙！ “这是航班HY688，我们遭遇劫机！劫匪要价35亿人民币！目前飞机处于失控状态，请求支援！！！”一架五星级超豪华A380客机在国际首航途中遭遇暴力劫机，整架飞机被杀意笼罩。机舱内，国际安保专家高皓军（刘德华 饰）正在和疯批悍匪团周旋，他的女儿小军（张子枫 饰）被绑为人质，性命岌岌可危。劫匪头目Mike（屈楚萧 饰）要价35亿人民币，全机乘客沦为他的筹码和玩具。女儿和前妻傅源（刘涛 饰）先后落入魔爪，暴躁杀神高晧军开启极限反杀模式，一场高空追杀就此展开。此时机舱内已是浓烟滚滚，坠机只是时间问题！全机乘客能否安全降落，这架摇摇欲坠的豪华客机究竟是最后的栖身之所还是坠入地狱的幽灵航班？,彭顺,刘德华-张子枫-屈楚萧-刘涛,Unknown,17412,30041
56,大鱼海棠2,动画-奇幻,Unknown,Unknown,,Unknown,湫被灵婆复活，正式成为如升楼新任北斗。在履行职责的过程中湫结识了一位少年。两人一起同行，却卷入了这个世界的一场灾难，而他们的命运和世界紧紧交织在一起……,张春,Unknown,Unknown,Unknown,Unknown
57,绑架毛乎乎,犯罪-喜剧-剧情,中国大陆 ,103,2023-07-25,Unknown,同一屋檐下，身边人的恶意，能有多锋利？保姆密谋绑架富家小孩，快递员被其蛊惑舍身入局。貌似完美的计划，迎来猛烈的变化。一场荒诞离奇绑架案逐渐失控……当傻子被恶人当枪使，那些自作聪明的家伙，会走向何处？命运贴脸开大，谁能逃过此劫？,王一淳,姜武-闫妮-曾美慧孜-张博鑫,Unknown,Unknown,Unknown
58,角斗士2,动作-剧情-冒险,美国 ,148,2024-11-22,91,奥斯卡最佳影片《角斗士》时隔24年再出传奇续作，大师导演雷德利·斯科特倾力巨献！重回古罗马帝国，《角斗士2》延续前作结局，以流落异地的王子路奇乌斯为主角，讲述其长大成人后回归故国罗马，作为角斗士继承“勇气与荣耀”的使命，在斗兽场内英勇奋战，对抗帝国中暗流涌动的权谋争斗，引领罗马变革走向理想国的史诗篇章。顶尖制作水准与盛大动作场面将呈现一出恢弘磅礴的视听盛宴，R级大尺度暴力一刀未剪将带来极具冲击力的感官震撼！,雷德利·斯科特,保罗·麦斯卡-佩德罗·帕斯卡-康妮·尼尔森-丹泽尔·华盛顿,Unknown,2213,3975
59,蛟龙行动,动作-战争-剧情,中国大陆 ,146,2025-01-29,92,2018年春节档票房冠军，现代军事战争片《红海行动》续作。 未来某日，中国海军截获关键情报——一艘超级潜艇正密谋一项针对我国东南沿海城市的绝密军事计划。我方派出最新型潜艇“龙鲸号”，与蛟龙小队协同作战。海底战场险象环生，蛟龙遭遇重重陷阱，潜艇与敌多番埋伏周旋，更驶入海底火山口遍布的广袤深海，一场惊心动魄、攸关生死存亡的深海决战拉开帷幕……,林超贤,黄轩-于适-张涵予-段奕宏,25,22391,38996
60,雄狮少年,动画-喜剧,中国大陆 ,104,2021-12-17,94,阿娟一个人在城市生活。在一次机缘巧合下，得到与他同名少女的鼓励和启发，于是下定决心和好友阿猫、阿狗组成雄狮小队，想要打破现实桎梏，为自己而战一次 。在送外卖途中，他遭遇了城市舞狮队员的奚落，但他始终记挂着师父讲过的话，心中鼓点响起，楼宇缝隙中阳光洒下，独自从暗夜舞到黎明的少年也终成“雄狮” 。同时三人相互扶持，一路跌跌撞撞，最终创造奇迹实现梦想。,孙海鹏,李昕-陈业雄-郭皓-李盟,Unknown,4777,24965
61,唐人街探案3,喜剧-悬疑,中国大陆 ,136,2021-02-12,88,继曼谷、纽约之后，东京再出大案。唐人街神探唐仁 （ 王宝强 饰）、秦风 （ 刘昊然 饰）受侦探野田昊 （ 妻夫木聪 饰）的邀请前往破案。“CRIMASTER世界侦探排行榜”中的侦探们闻讯后也齐聚东京，加入挑战，而排名第一 Q的现身，让这个大案更加扑朔迷离，一场亚洲最强神探之间的较量即将爆笑展开 。,陈思诚,王宝强-刘昊然-妻夫木聪-托尼·贾,Unknown,257934,452356
62,哈利·波特与混血王子,奇幻-冒险,"美国,英国 ",153,2009-07-15,94,哈利·波特（ 丹尼尔·雷德克里夫 饰）经历了凤凰社的种种风波之后，也迎来了他在魔法学校的第六年。斯内普（ 艾伦·里克曼 饰）顺利晋升为“黑魔法防御术课”的教授，对于魔法课上必备的魔法药的调配显得头脑一直不怎么灵光的哈利，也因为意外的获得一本古老破旧的魔法药手册而顺利过关，还让魔法药课的老师对他刮目相看。为了能够让哈利顺利的对抗伏地魔 （拉尔夫·费因饰），邓布利多（ 麦克尔·甘本饰）开始单独为哈利授课，哈利正朝着他命中注定的旅途而一步步前进。渐渐长大的魔法学校的学生们，逐渐的开始了各自的谈情说爱之旅。哈利对金妮（ 伯妮·怀特 饰）渐生好感，金妮则和哈利的同学迪安·托马斯（ 阿尔弗雷德·伊诺克饰）出双入对；拉文德·布朗（ 杰西·卡芙饰）对罗恩（ 鲁伯特·格林特饰）“死缠烂打”，而这可让早已芳心所许的赫敏（ 爱玛·沃特森 饰）大为恼火。那边厢有着马尔福（ 汤姆·福尔顿 饰）做内鬼，食死徒杀进了魔法学校，大开杀戮。最危急的关头，邓布利多挺身而出阻挡食死徒，却不料斯内普却对他举起了魔杖。,大卫·叶茨,丹尼尔·雷德克里夫-鲁伯特·格林特-艾玛·沃特森-迈克尔·甘本,Unknown,暂无,18349
63,白蛇：浮生,动画-喜剧-爱情,中国大陆 ,133,2024-08-10,92,南宋临安，小白五百年后终于觅得阿宣的转世——许仙，二人断桥相遇。小白小青隐身街巷，和许仙还有姐夫李公甫一起开始了人间的热闹生活。却不想杭州城中突发怪事，金山寺法海除妖而来，意外揭开了小白小青的蛇妖身份，许仙虽惊恐目睹小白化身巨蟒，仍然坚定选择与小白在一起。,陈健喜,张喆-杨天翔-唐小喜,Unknown,13715,42520
